"web_scraper_order","web_scraper_start_url","category-link-0","pagination-selector","data-page-selector","name","price","category-","brand","code","availability","description","tag_1","tag_2","tag_3","tag_4","tag_5","image_12","image_13","image_14","image_15","category_id","Automatic Machine",1,"formatted_price",
"1770381055-18","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-parkir-murah",,"https://alatparkir.info/jual-pos-parkir-murah/jual-alat-parkir-murah","Pos Parkir Single Bentuk Oval","Rp.7,500,000","Peralatan Parkir","Workshop","Workshop","In Stock","POS PARKIR MOVEABLE SINGLESpesifikasi :- Rangka tiang dan bawah menggunakan Besi Hollow 3×3 t=2.0cm- Rangka Tengah dan Atas menggunakan Besi Hollow 3×3 t=1.3cm– Dinding Luar Plat Esser 1.2mm– Dinding Dalam melamin 3mm– Plafon Melamin 3mm– Lantai Plat Bordes 1,5mm– Frame kaca alumunium, kaca riben 5mm– Kelistrikan (Fitting, Lampu, Saklar, Stop kontak 4L, MCB 6A)– Meja computer + Laci– Finishing Cat Duco Nippe + Clear– Ukuran Pos : 140x90x210 (PxLxT)– Warna sesuai permintaan","pos parkir","pos satpam","pos security","pos kasir","pos pembayaran parkir","https://alatparkir.info/image/cache/catalog/Pos/jual_pos_kasir_parkir_murah_alat_parkir-600x691.jpg","https://alatparkir.info/image/cache/catalog/Pos/jual_pos_kasir_parkir_murah_alat_parkir-600x691.jpg","https://alatparkir.info/image/cache/catalog/Pos/jual_pos_kasir_parkir_murah_alat_parkir-600x691.jpg","https://alatparkir.info/image/cache/catalog/Pos/jual_pos_kasir_parkir_murah_alat_parkir-600x691.jpg",9,,,7500000,9
"1770381058-19","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-parkir-murah",,"https://alatparkir.info/harga-pos-parkir/jual-alat-parkir-murah","Pos Parkir Single Bentuk Kotak","Rp.7,000,000","Peralatan Parkir","Workshop","Workshop","In Stock","POS PARKIR MOVEABLE SINGLESpesifikasi :- Rangka tiang dan bawah menggunakan Besi Hollow 3×3 t=2.0cm- Rangka Tengah dan Atas menggunakan Besi Hollow 3×3 t=1.3cm– Dinding Luar Plat Esser 1.2mm– Dinding Dalam melamin 3mm– Plafon Melamin 3mm– Lantai Plat Bordes 1,5mm– Frame kaca alumunium, kaca riben 5mm– Kelistrikan (Fitting, Lampu, Saklar, Stop kontak 4L, MCB 6A)– Meja computer + Laci– Finishing Cat Duco Nippe + Clear– Ukuran Pos : 140x90x210 (PxLxT)– Warna sesuai permintaan","pos parkir","pos satpam","pos security","pos kasir","pos pembayaran parkir","https://alatparkir.info/image/cache/catalog/Pos/pos_kasir_parkir_kotak_pos_operator_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/Pos/pos_kasir_parkir_kotak_pos_operator_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/Pos/pos_kasir_parkir_kotak_pos_operator_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/Pos/pos_kasir_parkir_kotak_pos_operator_parkir_murah-600x691.jpg",9,,,7000000,9
"1770381060-20","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-parkir-murah",,"https://alatparkir.info/jual-palang-barrier-gate/jual-alat-parkir-murah","Palang Boom Gate Arm Barrier Gate","Rp.720,000","Peralatan Parkir","MX Series","Workshop","In Stock","Palang barrier gate tersedia berbagai ukuran- 3 meter lurus- 3 meter tekuk- 3 meter led- 4 meter - 4 meter led- 6 meter telekopik
Ukuran palang T 8cm x L 4,5cmUntuk barrier gate tipe mx series","palang barrier gate","boom gate","palang tekuk","palang led",,"https://alatparkir.info/image/cache/catalog/Palang/jual_palang_mx80-led-600x691.webp","https://alatparkir.info/image/cache/catalog/Palang/jual_palang_mx80-led-600x691.webp","https://alatparkir.info/image/cache/catalog/Palang/jual_palang_mx80-led-600x691.webp","https://alatparkir.info/image/cache/catalog/Palang/jual_palang_mx80-led-600x691.webp",9,,,720000,9
"1770381063-21","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-parkir-murah",,"https://alatparkir.info/palang-barrier-gate-tekuk-90-derajat-3m/jual-alat-parkir-murah","Palang Barrier Gate Tekuk 90 Derajat 3M","Rp.1,650,000","Peralatan Parkir","MX Series","Workshop","In Stock","Fitur:
Palang parkir yang dikenal lengan barrier gate atau mesin parkir dan portal parkir,
Material terbuat dari aluminium yang anti karat,
Desain model tekuk 90 derajat
Yang biasa banyak digunakan di area managemen pearkiran Bandara, Supermarket, Gedung parkir, Mall, Perumahan, dll.

Spesifikasi:
Model: Palang 90 Derajat
Material: Aluminium
Warna: Putih kombinasi Merah
Ukuran Palang: 8cm x 4.5cm x 300cm
Panjang: 3M
Tanpa LED


Unit sudah dicek fisik dan test sebelum dikirim untuk meyakinkan bahwa palang dengan kondisi bagus ,
Apabila sampai tujuan terjadi kerusakan atau hall lain yang tidak diinginkan mohon langsung chat kita untuk menyelesaikan masalah,
Mohon komplain disertain video pembukaan paket dan tidak terima video yang sudah diedit.","Palang Barrier Gate Tekuk 90 Derajat 3M","Arm Barrier Gate 90 Degree Folding 3M",,,,,,,,9,,,1650000,9
"1770381065-22","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-parkir-murah",,"https://alatparkir.info/cetak-kartu-rfid-murah/jual-alat-parkir-murah","Cetak kartu RFID Proximity atau Mifare","Rp.6,300","Peralatan Parkir","Workshop","Workshop","In Stock","Menyediakan layanan cetak berbagai jenis kartu berkualitas tinggi, cocok untuk berbagai kebutuhan:ID Card: Cocok untuk karyawan, event, sekolah, dan instansi pemerintahan. Tersedia dengan opsi single/double side, laminasi, dan slot gantungan.Kartu Parkir: Cetak kartu RFID/Mifare untuk sistem parkir otomatis. Tahan lama dan kompatibel dengan berbagai jenis reader.Kartu Hotel: Kartu akses kamar hotel berbasis RFID dengan desain eksklusif dan pencetakan berkualitas tinggi.Dengan mesin cetak modern dan bahan kartu terbaik, kami siap membantu memenuhi kebutuhan kartu Anda dengan cepat dan profesional.Harga murah, makin banyak makin murah
Kartu Proximity : 100-200pcs Rp 9.700200-500pcs Rp 8.200500-1.000pcs 7.0001.000-5.000 6.300","kartu rfid","rfid","cetak kartu","kartu parkir","kartu hotel","https://alatparkir.info/image/cache/catalog/RFID/cetak_idcard_bandung-600x691.png","https://alatparkir.info/image/cache/catalog/RFID/cetak_idcard_bandung-600x691.png","https://alatparkir.info/image/cache/catalog/RFID/cetak_idcard_bandung-600x691.png","https://alatparkir.info/image/cache/catalog/RFID/cetak_idcard_bandung-600x691.png",9,,,6300,9
"1770381068-23","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-parkir-murah",,"https://alatparkir.info/box-karcis-parkir-terbaru/jual-alat-parkir-murah","Box Tiket Tapp Parkir Model Baru","Rp.5,200,000","Peralatan Parkir","Workshop","Workshop","In Stock","Spesifikasi Teknis:	Dimensi : P x L x T (41x35x150) cm	Material:	- Plat 1.5 - 2mm,	- Finishing : Powder Coating	tekstur kulit jeruk,	- Bahan Muka : Acrylic	- Tempat printer, Lobang	Speaker, lobang Kipas	- Tempat RFID reader,	2 pcs push button	(Hijau - Merah), includ	** Hanya box nya saja	** Dapat dipasang Komputer, Printer Thermal, RFID dll	** Warna dan bentuk sesuai dengan permintaan","Tiket Dispenser","Box tiket parkir","Kotak Parkir","Kotak karcis parkir","box tiket dispenser","https://alatparkir.info/image/cache/catalog/Box/new%20model/box%20karcis%20parkir%20Terbaru-600x691.webp","https://alatparkir.info/image/cache/catalog/Box/new%20model/box%20karcis%20parkir%20Terbaru-600x691.webp","https://alatparkir.info/image/cache/catalog/Box/new%20model/box%20karcis%20parkir%20Terbaru-600x691.webp","https://alatparkir.info/image/cache/catalog/Box/new%20model/box%20karcis%20parkir%20Terbaru-600x691.webp",9,,,5200000,9
"1770381070-24","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-parkir-murah",,"https://alatparkir.info/harga-box-tiket-parkir/jual-alat-parkir-murah","Box Tiket Dispenser Parkir AP160","Rp.4,300,000","Peralatan Parkir","Workshop","Workshop","In Stock","Spesifikasi Teknis:	Dimensi : P x L x T (41x35x150) cm	Material:	- Plat 1.5 - 2mm,	- Finishing : Powder Coating	tekstur kulit jeruk,	- Bahan Muka : Acrylic	- Tempat printer, Lobang	Speaker, lobang Kipas	- Tempat RFID reader,	2 pcs push button	(Hijau - Merah), includ	** Hanya box nya saja	** Dapat dipasang Komputer, Printer Thermal, RFID dll	** Warna dan bentuk sesuai dengan permintaan","Tiket Dispenser","Box tiket parkir","Kotak Parkir","Kotak karcis parkir","box tiket dispenser","https://alatparkir.info/image/cache/catalog/Gallery/jual_box_tiket_dispenser_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/Gallery/jual_box_tiket_dispenser_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/Gallery/jual_box_tiket_dispenser_parkir_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/Gallery/jual_box_tiket_dispenser_parkir_murah-600x691.jpg",9,,,4300000,9
"1770381073-25","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-parkir-murah",,"https://alatparkir.info/box-tiket-parkir/jual-alat-parkir-murah","Box Tiket Dispenser Parkir AP158",,"Peralatan Parkir","Workshop","Workshop","In Stock","Spesifikasi Teknis Box Tiket Dispenser:Size: 47(P) x 36(L) * 160 (T) cm, Plat hitam thickness 1,5 mm** Hanya box nya saja** Dapat dipasang Komputer, Printer Thermal, RFID dll** Warna dan bentuk sesuai dengan permintaan","Tiket Dispenser","Box tiket parkir","Kotak Parkir","Kotak karcis parkir","box tiket dispenser","https://alatparkir.info/image/cache/catalog/Box/harga_box_tiket_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/Box/harga_box_tiket_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/Box/harga_box_tiket_murah-600x691.jpg","https://alatparkir.info/image/cache/catalog/Box/harga_box_tiket_murah-600x691.jpg",9,,,0,9
"1770381075-26","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-parkir-murah",,"https://alatparkir.info/harga-tiket-dispenser/jual-alat-parkir-murah","Box Tiket Dispenser AP157","Rp.3,400,000","Peralatan Parkir","Workshop","Workshop","In Stock","Spesifikasi Teknis Box Tiket Dispenser:Size: 47(P) x 36(L) * 160 (T) cm, Plat hitam thickness 1,5 mm** Hanya box nya saja** Dapat dipasang Komputer, Printer Thermal, RFID dll** Warna dan bentuk sesuai dengan permintaan","Tiket Dispenser","Box tiket parkir","Kotak Parkir","Kotak karcis parkir","box tiket dispenser","https://alatparkir.info/image/cache/catalog/Box/harga_box_tiket_parkir_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/Box/harga_box_tiket_parkir_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/Box/harga_box_tiket_parkir_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/Box/harga_box_tiket_parkir_murah-600x691.webp",9,,,3400000,9
"1770381078-27","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-parkir-murah",,"https://alatparkir.info/box-tempel-kartu-rfid-member-perumahan/jual-alat-parkir-murah","Box Tempel Kartu Rfid member","Rp.1,750,000","Peralatan Parkir","Workshop","Box Parkir","In Stock","KEGUNAAN: Manless Box Dispenser Tempel Kartu RFID MembershipKEUNGGULAN :1. COATING POWDER : cat tidak gampang pudar2. KOKOH : menggunakan plat besiPaket Box RFID terdiri dari : 1Tombol Bantuan (warna merah) 1Lubang RFID Reader (alat belum termasuk)  2pcs Kunci  Box Spesifikasi Teknis:Dimensi : P x L x T (30x30x150) cmMaterial:– Plat 1.5 – 2mm,– Finishing : Powder Coating– Tekstur kulit jeruk,– Bahan Muka : Acrylic– Tempat RFID reader,– 1 pcs push button( Merah), include","Box Tempel Kartu Rfid member Perumahan","Box Tapp Dispenser",,,,"https://alatparkir.info/image/cache/catalog/Box/box%20tap/Box%20Rfid%20Tap%20Card-600x691.webp","https://alatparkir.info/image/cache/catalog/Box/box%20tap/Box%20Rfid%20Tap%20Card-600x691.webp","https://alatparkir.info/image/cache/catalog/Box/box%20tap/Box%20Rfid%20Tap%20Card-600x691.webp","https://alatparkir.info/image/cache/catalog/Box/box%20tap/Box%20Rfid%20Tap%20Card-600x691.webp",9,,,1750000,9
"1770381083-28","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/paket-pasang-tripod-turnstile-taping",,"https://alatparkir.info/tripod-turnstile-murah/paket-pasang-tripod-turnstile-taping","Paket Vertikal Tripod Turnstile Double Akses Kartu",,"Paket Turnstile Gate","Turnstile","Turnstile","In Stock","Tripod turnstile adalah alat kontrol akses berbentuk palang tiga (seperti tripod) yang berputar secara mekanis untuk mengatur arus masuk dan keluar orang. Saat dipadukan dengan sistem **akses tap kartu**, pengguna harus menempelkan kartu akses (misalnya RFID) ke mesin pembaca. Jika kartu valid, sistem akan membuka blokir palang, memungkinkan satu orang lewat. Setelah lewat, palang otomatis mengunci kembali, mencegah orang lain masuk tanpa izin.
Fungsi utama:
* Mengontrol akses satu per satu.* Dapat dihubungkan ke sistem keamanan* Cocok digunakan di gedung perkantoran, stasiun, gym, atau fasilitas publik.
Paket terdiri dari :1 Tripod Turnstile Double2 RFID Reader Wiegand1 Akses Kontrol ZKTeco1 RFID USB Registration1 Set Komputer Admin (opsional) include software
**Free kartu RFID 100pcs","paket tripod tunrstile","harga paket rfid tripod turnstile","pasang tripod turnstile akses kartu","paket tripod turnstile murah",,,,,,8,,,0,8
"1770381086-29","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/paket-pasang-tripod-turnstile-taping",,"https://alatparkir.info/jual_tripod_fingerprint_sistem/paket-pasang-tripod-turnstile-taping","Paket Turnstile Swing Gate Fingerprint",,"Paket Turnstile Gate","Turnstile","Turnstile","In Stock","Turnstile Swing Gate adalah alat kontrol akses berbentuk pintu yang terbuka secara mekanis untuk mengatur arus masuk dan keluar orang. Saat dipadukan dengan sistem akses tap kartu dan fingerprint, pengguna harus menempelkan kartu akses (misalnya RFID) ke mesin pembaca. Jika kartu valid, sistem akan membuka blokir palang, memungkinkan satu orang lewat. Setelah lewat, palang otomatis mengunci kembali, mencegah orang lain masuk tanpa izin.
Fungsi utama:* Mengontrol akses satu per satu.* Dapat dihubungkan ke sistem keamanan* Cocok digunakan di gedung perkantoran, stasiun, gym, atau fasilitas publik.
Paket terdiri dari :1 Tunrstile Swing Gate Single2 Modul Fingerprint1 Akses Kontrol ZKTeco1 Fingerprint USB Registration1 Set Komputer Admin (opsional) include software
**Harga belum termasuk jasa instalasi, akomodasi, dan ongkos kirim barang","paket turnstile swing gate","harga paket rfid turnstile","pasang turnstile akses kartu","pasang swing gate fingerprint","paket tripod turnstile murah","https://alatparkir.info/image/cache/catalog/turnstile/jual_swing_gate_fingerprint-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/jual_swing_gate_fingerprint-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/jual_swing_gate_fingerprint-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/jual_swing_gate_fingerprint-600x691.webp",8,,,0,8
"1770381088-30","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/paket-pasang-tripod-turnstile-taping",,"https://alatparkir.info/harga-turnstile-swing-gate-sistem-kartu/paket-pasang-tripod-turnstile-taping","Paket Turnstile Swing Gate Akses Kartu",,"Paket Turnstile Gate","Turnstile","Turnstile","In Stock","Turnstile Swing Gate adalah alat kontrol akses berbentuk pintu yang terbuka secara mekanis untuk mengatur arus masuk dan keluar orang. Saat dipadukan dengan sistem akses tap kartu dan fingerprint, pengguna harus menempelkan kartu akses (misalnya RFID) ke mesin pembaca. Jika kartu valid, sistem akan membuka blokir palang, memungkinkan satu orang lewat. Setelah lewat, palang otomatis mengunci kembali, mencegah orang lain masuk tanpa izin.
Fungsi utama:* Mengontrol akses satu per satu.* Dapat dihubungkan ke sistem keamanan* Cocok digunakan di gedung perkantoran, stasiun, gym, atau fasilitas publik.
Paket terdiri dari :1 Turnstile Swing Gate Single2 RFID Reader1 Akses Kontrol ZKTeco1 RFID USB Registration1 Set Komputer Admin (opsional) include software
**Harga belum termasuk jasa instalasi, akomodasi, dan ongkos kirim barang","paket turnstile swing gate","harga paket rfid turnstile","pasang turnstile akses kartu","pasang swing gate fingerprint","paket tripod turnstile murah","https://alatparkir.info/image/cache/catalog/turnstile/pemasangan_turnstile_sistem_gym-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/pemasangan_turnstile_sistem_gym-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/pemasangan_turnstile_sistem_gym-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/pemasangan_turnstile_sistem_gym-600x691.webp",8,,,0,8
"1770381091-31","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/paket-pasang-tripod-turnstile-taping",,"https://alatparkir.info/paket-mesin-antrian-flap-barrier/paket-pasang-tripod-turnstile-taping","Paket Turnstile Flap Barrier RFID Standalone 1/2/3 Lane",,"Paket Turnstile Gate","Turnstile","Turnstile","In Stock","Turnstile Flap Barrier adalah alat kontrol akses secara mekanis untuk mengatur arus masuk dan keluar orang. Saat dipadukan dengan sistem **akses tap kartu**, pengguna harus menempelkan kartu akses (misalnya RFID) ke mesin pembaca. Jika kartu valid, sistem akan membuka blokir palang, memungkinkan satu orang lewat. Setelah lewat, palang otomatis mengunci kembali, mencegah orang lain masuk tanpa izin.
Fungsi utama:* Mengontrol akses satu per satu.* Dapat dihubungkan ke sistem keamanan* Cocok digunakan di gedung perkantoran, stasiun, gym, atau fasilitas publik.
Paket terdiri dari :1 Turnstile Flap Barrier 1 Lane | 2 Lane | 3 Lane2 | 4 | 6 RFID Keypad StandaloneFree Kartu 100pcs
**note :hanya barang saja, belum termasuk jasa instalasi dan ongkos kirim barang","paket turnstile flap barrier","harga mesin antrian turnstile","pasang turnstile mesin antrian","paket turnstile mesin antrian",,"https://alatparkir.info/image/cache/catalog/turnstile/paket_mesin_antrian_flap_barrier_1_lane-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/paket_mesin_antrian_flap_barrier_1_lane-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/paket_mesin_antrian_flap_barrier_1_lane-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/paket_mesin_antrian_flap_barrier_1_lane-600x691.webp",8,,,0,8
"1770381093-32","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/paket-pasang-tripod-turnstile-taping",,"https://alatparkir.info/paket-pasang-tripod-turnstile-taping?product_id=129","Paket Tripod Turnstile Vertikal Single RFID Standalone",,"Paket Turnstile Gate","Turnstile","Turnstile","In Stock","Tripod turnstile adalah alat kontrol akses berbentuk palang tiga (seperti tripod) yang berputar secara mekanis untuk mengatur arus masuk dan keluar orang. Saat dipadukan dengan sistem **akses tap kartu**, pengguna harus menempelkan kartu akses (misalnya RFID) ke mesin pembaca. Jika kartu valid, sistem akan membuka blokir palang, memungkinkan satu orang lewat. Setelah lewat, palang otomatis mengunci kembali, mencegah orang lain masuk tanpa izin.
Fungsi utama:* Mengontrol akses satu per satu.* Dapat dihubungkan ke sistem keamanan* Cocok digunakan di gedung perkantoran, stasiun, gym, atau fasilitas publik.
Paket terdiri dari :1 Tripod Turnstile Vertikal Single2 RFID Keypad StandaloneFree Kartu 100pcs
**note :hanya barang saja, belum termasuk jasa instalasi dan ongkos kirim barang","paket tripod turnstile vertikal single","harga paket rfid tripod turnstile vertikal single","pasang tripod turnstile akses kartu","paket tripod turnstile murah",,"https://alatparkir.info/image/cache/catalog/turnstile/jual_turnstile_akses_kartu_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/jual_turnstile_akses_kartu_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/jual_turnstile_akses_kartu_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/turnstile/jual_turnstile_akses_kartu_murah-600x691.webp",8,,,0,8
